ipv4_address_id,device_id,ipv4_address,ipv4_prefixlen,ipv4_type,ipv4_network_id,vrf_id,port_id,ifIndex,ipv4_network
131871,8491,172.18.37.14,30,private,3578,,286031,7,172.18.37.12/30
133814,4211,172.18.37.17,30,private,25769,,294976,20,172.18.37.16/30
133806,9226,172.18.37.18,30,private,25769,,392587,3,172.18.37.16/30
117735,4211,172.18.37.21,30,private,5000,,294976,20,172.18.37.20/30
117736,4211,172.18.37.25,30,private,3579,,294976,20,172.18.37.24/30
119247,2250,172.18.37.26,30,private,3579,,51636,6,172.18.37.24/30
19668,2265,172.18.37.30,30,private,3580,,51815,1,172.18.37.28/30
29951,3335,172.18.37.34,30,private,8682,,88508,1,172.18.37.32/30
117737,4211,172.18.37.37,30,private,5939,,294976,20,172.18.37.36/30
103839,1731,172.18.37.38,30,private,5939,,42136,2,172.18.37.36/30
19675,2268,172.18.37.54,30,private,4178,,51842,2,172.18.37.52/30
117738,4211,172.18.37.61,30,private,6887,,294976,20,172.18.37.60/30
22223,2699,172.18.37.62,30,private,6887,,61627,2,172.18.37.60/30
117739,4211,172.18.37.69,30,private,9802,,294976,20,172.18.37.68/30
35455,3795,172.18.37.70,30,private,9802,,108289,2,172.18.37.68/30
61155,5448,172.18.37.74,30,private,10787,,172307,1,172.18.37.72/30
117740,4211,172.18.37.77,30,private,11270,,294976,20,172.18.37.76/30
117741,4211,172.18.37.81,30,private,14762,,294976,20,172.18.37.80/30
62725,5517,172.18.37.82,30,private,14762,,176745,2,172.18.37.80/30
117742,4211,172.18.37.85,30,private,14889,,294976,20,172.18.37.84/30
63355,5549,172.18.37.86,30,private,14889,,178322,2,172.18.37.84/30
63353,5548,172.18.37.90,30,private,14892,,178315,2,172.18.37.88/30
117743,4211,172.18.37.93,30,private,15022,,294976,20,172.18.37.92/30
89044,5604,172.18.37.94,30,private,15022,,180206,1,172.18.37.92/30
117744,4211,172.18.37.97,30,private,15275,,294976,20,172.18.37.96/30
76727,5658,172.18.37.98,30,private,15275,,182596,2,172.18.37.96/30
117745,4211,172.18.37.101,30,private,16036,,294976,20,172.18.37.100/30
85877,6969,172.18.37.102,30,private,16036,,235337,2,172.18.37.100/30
76093,6280,172.18.37.106,30,private,16712,,197144,2,172.18.37.104/30
117746,4211,172.18.37.109,30,private,16748,,294976,20,172.18.37.108/30
76300,6352,172.18.37.110,30,private,16748,,197736,2,172.18.37.108/30
117747,4211,172.18.37.113,30,private,16996,,294976,20,172.18.37.112/30
125574,8574,172.18.37.114,30,private,16996,,291364,2,172.18.37.112/30
117748,4211,172.18.37.117,30,private,17150,,294976,20,172.18.37.116/30
78627,6526,172.18.37.118,30,private,17150,,219876,1,172.18.37.116/30
117762,4211,172.18.37.245,30,private,9497,,119556,6,172.18.37.244/30
56797,5242,172.18.37.246,30,private,9497,,155572,5,172.18.37.244/30
117749,4211,172.18.37.249,30,private,5071,,294976,20,172.18.37.248/30
117750,4211,172.18.37.253,30,private,4441,,294976,20,172.18.37.252/30
119389,25,172.18.71.1,30,private,794,,444,12,172.18.71.0/30
102359,8035,172.18.71.2,30,private,794,,268299,20,172.18.71.0/30
75831,1295,172.18.71.6,30,private,5076,,31866,6,172.18.71.4/30
119390,25,172.18.71.9,30,private,796,,228436,21,172.18.71.8/30
119391,25,172.18.71.13,30,private,4957,,228436,21,172.18.71.12/30
19784,1791,172.18.71.14,30,private,4957,,43109,7,172.18.71.12/30
119571,25,172.18.71.17,30,private,798,,228437,22,172.18.71.16/30
132580,1857,172.18.71.18,30,private,798,,44409,2,172.18.71.16/30
119392,25,172.18.71.21,30,private,3467,,228436,21,172.18.71.20/30
18158,1870,172.18.71.22,30,private,3467,,44582,2,172.18.71.20/30
113822,1294,172.18.71.26,30,private,800,,260800,14,172.18.71.24/30
119393,25,172.18.71.29,30,private,801,,228436,21,172.18.71.28/30
124948,25,172.18.71.33,30,private,23425,,228436,21,172.18.71.32/30
119888,8775,172.18.71.34,30,private,23425,,298138,3,172.18.71.32/30
124949,25,172.18.71.37,30,private,3671,,228436,21,172.18.71.36/30
102499,3711,172.18.71.38,30,private,3671,,106083,1,172.18.71.36/30
124950,25,172.18.71.41,30,private,4348,,228436,21,172.18.71.40/30
121778,4250,172.18.71.42,30,private,4348,,120456,1,172.18.71.40/30
124951,25,172.18.71.45,30,private,3905,,228436,21,172.18.71.44/30
102384,8038,172.18.71.46,30,private,3905,,268404,1,172.18.71.44/30
124952,25,172.18.71.49,30,private,7046,,228436,21,172.18.71.48/30
22755,2744,172.18.71.50,30,private,7046,,63725,2,172.18.71.48/30
125102,25,172.18.71.53,30,private,807,,228437,22,172.18.71.52/30
18118,1855,172.18.71.54,30,private,807,,44379,5,172.18.71.52/30
124953,25,172.18.71.57,30,private,3684,,228436,21,172.18.71.56/30
77909,1751,172.18.71.58,30,private,3684,,42508,6,172.18.71.56/30
124954,25,172.18.71.61,30,private,809,,228436,21,172.18.71.60/30
103152,4391,172.18.71.62,30,private,809,,124636,3,172.18.71.60/30
124955,25,172.18.71.65,30,private,24291,,228436,21,172.18.71.64/30
124956,25,172.18.71.69,30,private,5828,,228436,21,172.18.71.68/30
106389,6589,172.18.71.70,30,private,5828,,227633,2,172.18.71.68/30
124957,25,172.18.71.73,30,private,24292,,228436,21,172.18.71.72/30
124958,25,172.18.71.77,30,private,813,,228436,21,172.18.71.76/30
19420,1789,172.18.71.78,30,private,813,,43081,7,172.18.71.76/30
124959,25,172.18.71.81,30,private,11177,,228436,21,172.18.71.80/30
44831,4453,172.18.71.82,30,private,11177,,127330,1,172.18.71.80/30
124960,25,172.18.71.85,30,private,815,,228436,21,172.18.71.84/30
56723,5236,172.18.71.86,30,private,815,,155262,1,172.18.71.84/30
73710,6131,172.18.71.86,30,private,815,,193913,1,172.18.71.84/30
124961,25,172.18.71.89,30,private,816,,228436,21,172.18.71.88/30
21148,2591,172.18.71.90,30,private,816,,56780,1,172.18.71.88/30
124962,25,172.18.71.93,30,private,5049,,228436,21,172.18.71.92/30
101484,7942,172.18.71.94,30,private,5049,,266584,6,172.18.71.92/30
53082,5029,172.18.71.98,30,private,5895,,142842,1,172.18.71.96/30
124964,25,172.18.71.101,30,private,24293,,228436,21,172.18.71.100/30
127358,9039,172.18.71.102,30,private,24293,,345487,1,172.18.71.100/30
124965,25,172.18.71.105,30,private,4437,,228436,21,172.18.71.104/30
18134,1861,172.18.71.106,30,private,4437,,44459,2,172.18.71.104/30
124966,25,172.18.71.109,30,private,820,,228436,21,172.18.71.108/30
121246,8846,172.18.71.110,30,private,820,,301181,3,172.18.71.108/30
124967,25,172.18.71.113,30,private,24294,,228436,21,172.18.71.112/30
124968,25,172.18.71.117,30,private,24295,,228436,21,172.18.71.116/30
125564,25,172.18.71.121,30,private,1082,,228436,21,172.18.71.120/30
125570,3687,172.18.71.122,30,private,1082,,105686,1,172.18.71.120/30
124969,25,172.18.71.125,30,private,2840,,228436,21,172.18.71.124/30
17788,1749,172.18.71.126,30,private,2840,,42462,5,172.18.71.124/30
125103,25,172.18.71.129,30,private,9817,,228437,22,172.18.71.128/30
67183,3797,172.18.71.130,30,private,9817,,108330,8,172.18.71.128/30
124970,25,172.18.71.133,30,private,12314,,228436,21,172.18.71.132/30
124971,25,172.18.71.137,30,private,24296,,228436,21,172.18.71.136/30
124972,25,172.18.71.141,30,private,7191,,228436,21,172.18.71.140/30
124973,25,172.18.71.145,30,private,3034,,228436,21,172.18.71.144/30
17776,1743,172.18.71.146,30,private,3034,,42394,3,172.18.71.144/30
126346,25,172.18.71.149,30,private,3046,,228436,21,172.18.71.148/30
127235,5572,172.18.71.150,30,private,3046,,179020,3,172.18.71.148/30
124974,25,172.18.71.153,30,private,24297,,228436,21,172.18.71.152/30
124975,25,172.18.71.157,30,private,3239,,228436,21,172.18.71.156/30
90648,7238,172.18.71.158,30,private,3239,,244241,1,172.18.71.156/30
124976,25,172.18.71.161,30,private,3283,,228436,21,172.18.71.160/30
17780,1745,172.18.71.162,30,private,3283,,42418,2,172.18.71.160/30
125660,25,172.18.71.165,30,private,12553,,228436,21,172.18.71.164/30
122179,4909,172.18.71.166,30,private,12553,,138702,2,172.18.71.164/30
124978,25,172.18.71.169,30,private,3314,,228436,21,172.18.71.168/30
23034,2756,172.18.71.170,30,private,3314,,64499,2,172.18.71.168/30
124979,25,172.18.71.173,30,private,3484,,228436,21,172.18.71.172/30
92469,295,172.18.71.174,30,private,3484,,5400,5,172.18.71.172/30
124980,25,172.18.71.177,30,private,3928,,228436,21,172.18.71.176/30
64437,1873,172.18.71.178,30,private,3928,,44618,2,172.18.71.176/30
124981,25,172.18.71.181,30,private,3722,,228436,21,172.18.71.180/30
110163,1757,172.18.71.182,30,private,3722,,42589,5,172.18.71.180/30
124982,25,172.18.71.185,30,private,3955,,228436,21,172.18.71.184/30
124983,25,172.18.71.189,30,private,4014,,228436,21,172.18.71.188/30
107781,8279,172.18.71.190,30,private,4014,,275554,3,172.18.71.188/30
124984,25,172.18.71.193,30,private,4032,,228436,21,172.18.71.192/30
8800,738,172.18.71.194,30,private,4032,,10552,2,172.18.71.192/30
124985,25,172.18.71.197,30,private,16656,,228436,21,172.18.71.196/30
133267,6244,172.18.71.198,30,private,16656,,196580,3,172.18.71.196/30
124986,25,172.18.71.201,30,private,4092,,228436,21,172.18.71.200/30
41143,4183,172.18.71.202,30,private,4092,,119275,2,172.18.71.200/30
42432,4296,172.18.71.202,30,private,4092,,121765,2,172.18.71.200/30
126641,25,172.18.71.205,30,private,4117,,228436,21,172.18.71.204/30
126643,4706,172.18.71.206,30,private,4117,,133967,3,172.18.71.204/30
124987,25,172.18.71.209,30,private,4133,,228436,21,172.18.71.208/30
17821,1763,172.18.71.210,30,private,4133,,42652,2,172.18.71.208/30
124988,25,172.18.71.213,30,private,24298,,228436,21,172.18.71.212/30
59930,3579,172.18.71.218,30,private,9421,,101591,2,172.18.71.216/30
124990,25,172.18.71.221,30,private,9439,,228436,21,172.18.71.220/30
53489,5050,172.18.71.222,30,private,9439,,143790,1,172.18.71.220/30
124991,25,172.18.71.225,30,private,4311,,228436,21,172.18.71.224/30
17823,1764,172.18.71.226,30,private,4311,,42668,7,172.18.71.224/30
132769,25,172.18.71.229,30,private,4418,,228436,21,172.18.71.228/30
124992,25,172.18.71.233,30,private,4485,,228436,21,172.18.71.232/30
99580,7820,172.18.71.234,30,private,4485,,264379,1,172.18.71.232/30
124993,25,172.18.71.237,30,private,19426,,228436,21,172.18.71.236/30
99123,7776,172.18.71.238,30,private,19426,,263387,2,172.18.71.236/30
124994,25,172.18.71.241,30,private,4511,,228436,21,172.18.71.240/30
94305,1769,172.18.71.242,30,private,4511,,42732,7,172.18.71.240/30
124995,25,172.18.71.245,30,private,4512,,228436,21,172.18.71.244/30
17837,1771,172.18.71.246,30,private,4512,,42750,7,172.18.71.244/30
124996,25,172.18.71.249,30,private,4513,,228436,21,172.18.71.248/30
17839,1772,172.18.71.250,30,private,4513,,42757,7,172.18.71.248/30
124997,25,172.18.71.253,30,private,4506,,228436,21,172.18.71.252/30
17843,1774,172.18.71.254,30,private,4506,,42768,7,172.18.71.252/30
125104,25,172.18.72.1,30,private,4514,,228437,22,172.18.72.0/30
18144,1864,172.18.72.2,30,private,4514,,44505,2,172.18.72.0/30
124998,25,172.18.72.5,30,private,13077,,228436,21,172.18.72.4/30
90103,5059,172.18.72.6,30,private,13077,,144236,3,172.18.72.4/30
125105,25,172.18.72.9,30,private,4979,,228437,22,172.18.72.8/30
31026,1112,172.18.72.10,30,private,4979,,26939,2,172.18.72.8/30
102959,8071,172.18.72.14,30,private,5050,,269442,3,172.18.72.12/30
134070,25,172.18.72.17,30,private,5055,,228436,21,172.18.72.16/30
17172,1611,172.18.72.18,30,private,5055,,39375,6,172.18.72.16/30
99278,7789,172.18.72.22,30,private,9457,,263657,2,172.18.72.20/30
124999,25,172.18.72.25,30,private,5106,,228436,21,172.18.72.24/30
116137,3894,172.18.72.26,30,private,5106,,110725,2,172.18.72.24/30
125000,25,172.18.72.29,30,private,5849,,228436,21,172.18.72.28/30
133064,1877,172.18.72.30,30,private,5849,,44664,2,172.18.72.28/30
85345,5137,172.18.72.34,30,private,13571,,149587,5,172.18.72.32/30
125001,25,172.18.72.37,30,private,5488,,228436,21,172.18.72.36/30
57413,5283,172.18.72.38,30,private,5488,,158061,1,172.18.72.36/30
15885,1357,172.18.72.42,30,private,5529,,32534,2,172.18.72.40/30
71983,2633,172.18.72.42,30,private,5529,,58245,5,172.18.72.40/30
125106,25,172.18.72.45,30,private,5759,,228437,22,172.18.72.44/30
74321,1879,172.18.72.46,30,private,5759,,44681,2,172.18.72.44/30
17135,1599,172.18.72.50,30,private,5822,,39147,2,172.18.72.48/30
56939,5253,172.18.72.54,30,private,6408,,156109,2,172.18.72.52/30
125002,25,172.18.72.57,30,private,6338,,228436,21,172.18.72.56/30
19384,2163,172.18.72.58,30,private,6338,,50485,2,172.18.72.56/30
125003,25,172.18.72.61,30,private,6355,,228436,21,172.18.72.60/30
52551,2171,172.18.72.62,30,private,6355,,141285,1,172.18.72.60/30
125004,25,172.18.72.65,30,private,6580,,228436,21,172.18.72.64/30
120683,2523,172.18.72.66,30,private,6580,,55012,4,172.18.72.64/30
20778,2555,172.18.72.70,30,private,6604,,55691,2,172.18.72.68/30
125005,25,172.18.72.73,30,private,6624,,228436,21,172.18.72.72/30
30691,3370,172.18.72.74,30,private,6624,,90671,7,172.18.72.72/30
125006,25,172.18.72.77,30,private,6642,,228436,21,172.18.72.76/30
125007,25,172.18.72.81,30,private,6659,,228436,21,172.18.72.80/30
103591,5801,172.18.72.82,30,private,6659,,187018,2,172.18.72.80/30
103597,2608,172.18.72.82,30,private,6659,,57247,2,172.18.72.80/30
125008,25,172.18.72.85,30,private,6742,,228436,21,172.18.72.84/30
119903,2609,172.18.72.86,30,private,6742,,298048,1,172.18.72.84/30
125009,25,172.18.72.89,30,private,6747,,228436,21,172.18.72.88/30
21472,2635,172.18.72.90,30,private,6747,,58281,2,172.18.72.88/30
76432,6358,172.18.72.94,30,private,6753,,197908,2,172.18.72.92/30
125010,25,172.18.72.97,30,private,6764,,228436,21,172.18.72.96/30
110161,6375,172.18.72.98,30,private,6764,,198266,2,172.18.72.96/30
75515,2628,172.18.72.102,30,private,6766,,58117,6,172.18.72.100/30
125012,25,172.18.72.105,30,private,6821,,228436,21,172.18.72.104/30
80254,6602,172.18.72.106,30,private,6821,,228009,1,172.18.72.104/30
125013,25,172.18.72.109,30,private,24299,,228436,21,172.18.72.108/30
89040,5363,172.18.72.114,30,private,6835,,167490,1,172.18.72.112/30
89048,2654,172.18.72.114,30,private,6835,,241683,1,172.18.72.112/30
25491,2655,172.18.72.118,30,private,6836,,59211,6,172.18.72.116/30
125014,25,172.18.72.125,30,private,14342,,228436,21,172.18.72.124/30
60269,5393,172.18.72.126,30,private,14342,,169295,2,172.18.72.124/30
125015,25,172.18.72.129,30,private,15020,,228436,21,172.18.72.128/30
64027,5584,172.18.72.130,30,private,15020,,179484,2,172.18.72.128/30
125016,25,172.18.72.133,30,private,15064,,228436,21,172.18.72.132/30
77737,5607,172.18.72.134,30,private,15064,,180235,5,172.18.72.132/30
65621,5661,172.18.72.138,30,private,15295,,182832,2,172.18.72.136/30
125017,25,172.18.72.141,30,private,15312,,228436,21,172.18.72.140/30
117451,5663,172.18.72.142,30,private,15312,,183068,6,172.18.72.140/30
125018,25,172.18.72.145,30,private,24300,,228436,21,172.18.72.144/30
125019,25,172.18.72.149,30,private,15717,,228436,21,172.18.72.148/30
75872,6251,172.18.72.150,30,private,15717,,196687,2,172.18.72.148/30
125020,25,172.18.72.153,30,private,15773,,228436,21,172.18.72.152/30
125107,25,172.18.72.161,30,private,24319,,228437,22,172.18.72.160/30
131053,9133,172.18.72.162,30,private,24319,,368660,2,172.18.72.160/30
89107,6823,172.18.72.170,30,private,17919,,241868,1,172.18.72.168/30
135266,25,172.18.72.173,32,private,25865,,404627,15728798,172.18.72.173/32
121689,8172,172.18.72.174,32,private,23729,,301887,8,172.18.72.174/32
127798,7239,172.18.72.174,32,private,23729,,244265,8,172.18.72.174/32
125021,25,172.18.72.177,30,private,18962,,228436,21,172.18.72.176/30
91637,7299,172.18.72.178,30,private,18962,,250937,1,172.18.72.176/30
124939,25,172.18.72.181,30,private,19058,,442,10,172.18.72.180/30
125022,25,172.18.72.185,30,private,19155,,228436,21,172.18.72.184/30
100634,7880,172.18.72.186,30,private,19155,,265442,3,172.18.72.184/30
125023,25,172.18.72.189,30,private,19186,,228436,21,172.18.72.188/30
93871,7440,172.18.72.190,30,private,19186,,254981,1,172.18.72.188/30
124940,25,172.18.72.193,30,private,19191,,442,10,172.18.72.192/30
93911,7443,172.18.72.194,30,private,19191,,255026,2,172.18.72.192/30
125024,25,172.18.72.197,30,private,19455,,228436,21,172.18.72.196/30
94945,7508,172.18.72.198,30,private,19455,,256994,1,172.18.72.196/30
125025,25,172.18.72.201,30,private,24301,,228436,21,172.18.72.200/30
125026,25,172.18.72.205,30,private,19877,,228436,21,172.18.72.204/30
124707,8935,172.18.72.206,30,private,19877,,314603,3,172.18.72.204/30
134071,25,172.18.72.209,30,private,25795,,228436,21,172.18.72.208/30
134562,25,172.18.72.213,30,private,25864,,228436,21,172.18.72.212/30
131619,6525,172.18.72.214,32,private,25431,,372463,8,172.18.72.214/32
131625,25,172.18.72.217,30,private,25433,,228436,21,172.18.72.216/30
21788,2663,172.18.72.222,30,private,6853,,59649,2,172.18.72.220/30
75755,2671,172.18.72.226,30,private,6864,,59928,7,172.18.72.224/30
127579,7523,172.18.72.229,30,private,24778,,257353,2,172.18.72.228/30
131738,3921,172.18.72.229,30,private,24778,,111509,2,172.18.72.228/30
125027,25,172.18.72.233,30,private,19547,,228436,21,172.18.72.232/30
100486,7544,172.18.72.234,30,private,19547,,257755,1,172.18.72.232/30
101132,7523,172.18.72.234,30,private,19547,,257352,1,172.18.72.232/30
131739,3921,172.18.72.234,30,private,19547,,111508,1,172.18.72.232/30
125119,25,172.18.72.237,30,private,6948,,445,13,172.18.72.236/30
102361,8037,172.18.72.238,30,private,6948,,268353,6,172.18.72.236/30
125028,25,172.18.72.241,30,private,6970,,228436,21,172.18.72.240/30
102360,8036,172.18.72.242,30,private,6970,,268349,62,172.18.72.240/30
44971,2764,172.18.72.246,30,private,7099,,64752,2,172.18.72.244/30
125029,25,172.18.72.249,30,private,4539,,228436,21,172.18.72.248/30
86952,7024,172.18.72.250,30,private,4539,,237601,26,172.18.72.248/30
125030,25,172.18.72.253,30,private,4515,,228436,21,172.18.72.252/30
76262,6348,172.18.72.254,30,private,4515,,197659,5,172.18.72.252/30
70075,5925,172.18.73.2,30,private,15870,,189589,2,172.18.73.0/30
93682,2767,172.18.73.6,30,private,7116,,64931,2,172.18.73.4/30
125031,25,172.18.73.9,30,private,7129,,228436,21,172.18.73.8/30
134081,2773,172.18.73.10,30,private,7129,,65125,12,172.18.73.8/30
23192,2776,172.18.73.14,30,private,7130,,65164,7,172.18.73.12/30
125032,25,172.18.73.17,30,private,24302,,228436,21,172.18.73.16/30
125033,25,172.18.73.21,30,private,7194,,228436,21,172.18.73.20/30
23427,2796,172.18.73.22,30,private,7194,,65865,7,172.18.73.20/30
125034,25,172.18.73.25,30,private,7195,,228436,21,172.18.73.24/30
23429,2797,172.18.73.26,30,private,7195,,65876,7,172.18.73.24/30
23684,2822,172.18.73.30,30,private,7240,,66910,7,172.18.73.28/30
62699,2823,172.18.73.34,30,private,7247,,66918,5,172.18.73.32/30
105835,2825,172.18.73.42,30,private,7249,,66954,5,172.18.73.40/30
23789,2830,172.18.73.46,30,private,7262,,67210,7,172.18.73.44/30
23955,2846,172.18.73.50,30,private,7271,,68003,7,172.18.73.48/30
30697,3373,172.18.73.54,30,private,7416,,90695,2,172.18.73.52/30
28562,2921,172.18.73.58,30,private,7475,,72277,5,172.18.73.56/30
24783,2923,172.18.73.62,30,private,7476,,0,7,172.18.73.60/30
48777,4696,172.18.73.66,30,private,7520,,133696,2,172.18.73.64/30
125036,25,172.18.73.69,30,private,7522,,228436,21,172.18.73.68/30
78091,6480,172.18.73.70,30,private,7522,,209704,2,172.18.73.68/30
99035,3009,172.18.73.78,30,private,7688,,78568,7,172.18.73.76/30
125037,25,172.18.73.81,30,private,17881,,228436,21,172.18.73.80/30
83512,6819,172.18.73.82,30,private,17881,,231764,2,172.18.73.80/30
103276,6218,172.18.73.86,30,private,7786,,195997,2,172.18.73.84/30
125038,25,172.18.73.89,30,private,7798,,228436,21,172.18.73.88/30
72566,3031,172.18.73.90,30,private,7798,,79549,2,172.18.73.88/30
125039,25,172.18.73.93,30,private,7839,,228436,21,172.18.73.92/30
123189,3120,172.18.73.94,30,private,7839,,82863,3,172.18.73.92/30
27021,3070,172.18.73.98,30,private,8146,,81778,7,172.18.73.96/30
125040,25,172.18.73.101,30,private,8204,,228436,21,172.18.73.100/30
97430,3091,172.18.73.102,30,private,8204,,261125,1,172.18.73.100/30
125041,25,172.18.73.105,30,private,17434,,228436,21,172.18.73.104/30
97161,6618,172.18.73.106,30,private,17434,,228614,3,172.18.73.104/30
125042,25,172.18.73.109,30,private,8267,,228436,21,172.18.73.108/30
79378,3128,172.18.73.110,30,private,8267,,83275,2,172.18.73.108/30
125109,25,172.18.73.113,30,private,8285,,228437,22,172.18.73.112/30
74988,6211,172.18.73.114,30,private,8285,,195857,2,172.18.73.112/30
124941,25,172.18.73.117,30,private,8304,,442,10,172.18.73.116/30
84665,6877,172.18.73.118,30,private,8304,,233654,2,172.18.73.116/30
125043,25,172.18.73.121,30,private,8318,,228436,21,172.18.73.120/30
77340,3148,172.18.73.122,30,private,8318,,83796,4,172.18.73.120/30
120744,3627,172.18.73.126,32,private,17331,,0,4,172.18.73.126/32
125044,25,172.18.73.129,30,private,8338,,228436,21,172.18.73.128/30
89471,6237,172.18.73.130,30,private,8338,,196384,1,172.18.73.128/30
125045,25,172.18.73.133,30,private,8389,,228436,21,172.18.73.132/30
75739,6239,172.18.73.134,30,private,8389,,196395,1,172.18.73.132/30
30415,3359,172.18.73.138,30,private,8411,,90042,2,172.18.73.136/30
125046,25,172.18.73.141,30,private,24303,,228436,21,172.18.73.140/30
29397,3285,172.18.73.146,30,private,8571,,87079,2,172.18.73.144/30
29290,3269,172.18.73.150,30,private,8589,,86761,2,172.18.73.148/30
74992,6212,172.18.73.154,30,private,8614,,195891,2,172.18.73.152/30
31403,3424,172.18.73.158,30,private,8986,,92515,2,172.18.73.156/30
74986,6210,172.18.73.162,30,private,9066,,195845,2,172.18.73.160/30
125047,25,172.18.73.165,30,private,24304,,228436,21,172.18.73.164/30
34540,3491,172.18.73.170,30,private,9227,,95563,5,172.18.73.168/30
125111,25,172.18.73.177,30,private,16876,,228437,22,172.18.73.176/30
87844,6657,172.18.73.178,30,private,16876,,229176,6,172.18.73.176/30
125112,25,172.18.73.181,30,private,24320,,228437,22,172.18.73.180/30
125048,25,172.18.73.185,30,private,9659,,228436,21,172.18.73.184/30
44047,4401,172.18.73.186,30,private,9659,,124993,1,172.18.73.184/30
121165,8841,172.18.73.190,30,private,12914,,300907,7,172.18.73.188/30
125050,25,172.18.73.197,30,private,9954,,228436,21,172.18.73.196/30
44282,4422,172.18.73.198,30,private,9954,,125653,2,172.18.73.196/30
125051,25,172.18.73.205,30,private,10105,,228436,21,172.18.73.204/30
106573,3966,172.18.73.206,30,private,10105,,113311,5,172.18.73.204/30
55697,5144,172.18.73.210,30,private,10163,,150535,5,172.18.73.208/30
125052,25,172.18.73.213,30,private,10254,,228436,21,172.18.73.212/30
48404,4403,172.18.73.214,30,private,10254,,125176,7,172.18.73.212/30
125053,25,172.18.73.217,30,private,10445,,228436,21,172.18.73.216/30
125054,25,172.18.73.221,30,private,24305,,228436,21,172.18.73.220/30
125429,8958,172.18.73.222,30,private,24305,,322913,2,172.18.73.220/30
52621,5005,172.18.73.230,30,private,12840,,141525,1,172.18.73.228/30
125055,25,172.18.73.233,30,private,24306,,228436,21,172.18.73.232/30
125056,25,172.18.73.237,30,private,12887,,228436,21,172.18.73.236/30
52786,5013,172.18.73.238,30,private,12887,,141998,1,172.18.73.236/30
53794,5071,172.18.73.242,30,private,13123,,144719,1,172.18.73.240/30
125057,25,172.18.73.245,30,private,24307,,228436,21,172.18.73.244/30
124942,25,172.18.73.249,30,private,24288,,442,10,172.18.73.248/30
125058,25,172.18.73.254,28,private,24308,,228436,21,172.18.73.240/28
102975,3519,172.18.74.1,30,private,9294,,269430,13,172.18.74.0/30
122985,3519,172.18.74.5,30,private,9330,,269430,13,172.18.74.4/30
122996,3528,172.18.74.6,30,private,9330,,97095,1,172.18.74.4/30
102977,3519,172.18.74.9,30,private,9331,,269430,13,172.18.74.8/30
108626,8301,172.18.74.10,30,private,9331,,277086,1,172.18.74.8/30
123389,3519,172.18.74.13,30,private,9357,,269430,13,172.18.74.12/30
123395,8912,172.18.74.14,30,private,9357,,305127,3,172.18.74.12/30
123873,3519,172.18.74.17,30,private,9380,,269430,13,172.18.74.16/30
123876,3568,172.18.74.18,30,private,9380,,306026,1,172.18.74.16/30
128877,3519,172.18.74.21,30,private,9420,,269430,13,172.18.74.20/30
128905,3578,172.18.74.22,30,private,9420,,101567,2,172.18.74.20/30
35090,3591,172.18.74.26,30,private,9440,,102227,3,172.18.74.24/30
102982,3519,172.18.74.29,30,private,9447,,269430,13,172.18.74.28/30
63547,3585,172.18.74.30,30,private,9447,,178663,1,172.18.74.28/30
63621,5563,172.18.74.30,30,private,9447,,178838,1,172.18.74.28/30
102983,3519,172.18.74.33,30,private,9454,,269430,13,172.18.74.32/30
81879,6704,172.18.74.34,30,private,9454,,230049,2,172.18.74.32/30
33793,3604,172.18.74.38,30,private,9516,,103262,2,172.18.74.36/30
102985,3519,172.18.74.41,30,private,17625,,269430,13,172.18.74.40/30
81679,6693,172.18.74.42,30,private,17625,,229864,5,172.18.74.40/30
102986,3519,172.18.74.45,30,private,9660,,269430,13,172.18.74.44/30
106385,7171,172.18.74.50,30,private,9661,,241338,1,172.18.74.48/30
53292,5049,172.18.74.54,30,private,9671,,143500,7,172.18.74.52/30
102989,3519,172.18.74.57,30,private,9696,,269430,13,172.18.74.56/30
87197,7046,172.18.74.58,30,private,9696,,238066,2,172.18.74.56/30
102990,3519,172.18.74.61,30,private,9738,,269430,13,172.18.74.60/30
89344,7199,172.18.74.62,30,private,9738,,242536,1,172.18.74.60/30
102991,3519,172.18.74.65,30,private,9819,,269430,13,172.18.74.64/30
55960,5006,172.18.74.66,30,private,9819,,141592,1,172.18.74.64/30
102992,3519,172.18.74.69,30,private,10058,,269430,13,172.18.74.68/30
102993,3519,172.18.74.73,30,private,10077,,269430,13,172.18.74.72/30
50766,4883,172.18.74.74,30,private,10077,,137872,7,172.18.74.72/30
102994,3519,172.18.74.77,30,private,10858,,269430,13,172.18.74.76/30
42315,4281,172.18.74.78,30,private,10858,,121417,3,172.18.74.76/30
102995,3519,172.18.74.81,30,private,10882,,269430,13,172.18.74.80/30
112676,8470,172.18.74.82,30,private,10882,,285270,3,172.18.74.80/30
123288,3519,172.18.74.85,30,private,11189,,269430,13,172.18.74.84/30
44887,4459,172.18.74.86,30,private,11189,,127465,1,172.18.74.84/30
44892,4460,172.18.74.90,30,private,11198,,127482,1,172.18.74.88/30
102998,3519,172.18.74.93,30,private,11208,,269430,13,172.18.74.92/30
78696,4478,172.18.74.94,30,private,11208,,127853,1,172.18.74.92/30
46547,4579,172.18.74.98,30,private,11406,,130516,1,172.18.74.96/30
46949,4594,172.18.74.102,30,private,11436,,130970,2,172.18.74.100/30
118071,3519,172.18.74.105,30,private,11695,,269430,13,172.18.74.104/30
