ipv4_address_id,device_id,ipv4_address,ipv4_prefixlen,ipv4_type,ipv4_network_id,vrf_id,port_id,ifIndex,ipv4_network
74154,6157,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
74356,4765,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
74873,4831,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
75089,6217,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
75463,6225,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
75495,6229,169.254.2.2,32,link-local,14217,,0,5,169.254.2.2/32
75993,6264,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
76234,6335,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
76940,3618,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
77369,1622,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
77612,6447,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
78004,6469,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
78230,6499,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
79780,6580,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
79856,6585,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
79975,6593,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
80286,3453,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
80688,6626,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
81325,4796,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
81845,3195,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
84311,6864,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
84965,6897,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
85281,6928,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
85285,6929,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
85289,6930,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
85305,2580,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
85804,6966,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
86210,6164,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
86240,6985,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
86246,6986,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
86309,6991,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
86352,6993,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
86362,6995,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
86564,6954,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
86659,5914,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
86726,7018,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
87604,7072,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
87847,216,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
87857,7088,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
87895,220,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
88103,873,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
88380,1891,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
88499,3075,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
89285,7191,169.254.2.2,24,link-local,9940,,242397,5,169.254.2.0/24
89427,5772,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
89884,7217,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
90944,3812,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
91555,7290,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
92175,7325,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
92486,7349,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
93054,7385,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
93457,7201,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
94530,7481,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
96069,2443,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
96112,116,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
96191,7584,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
96788,7617,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
97150,7649,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
98069,2316,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
98509,7739,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
98735,7752,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
99502,7811,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
100686,7886,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
101146,7938,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
101883,6534,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
101906,7980,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
102089,8003,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
102472,8041,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
103445,8097,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
103671,415,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
103755,8127,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
103895,4809,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
105332,3920,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
109302,5774,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
111035,8390,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
111862,2713,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
112280,8456,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
114645,7377,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
114804,8543,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
115490,5761,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
115546,113,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
115564,5776,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
116477,8594,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
116485,8596,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
116794,8639,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
117349,8698,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
117366,8699,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
118409,4838,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
119315,2077,169.254.2.2,24,link-local,9940,,48560,5,169.254.2.0/24
119927,5069,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
120032,8783,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
120310,8797,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
120779,8824,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
121109,8834,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
121608,8858,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
122097,8872,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
123767,5763,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
124137,489,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
124837,3001,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
124889,8921,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
125298,8949,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
128419,6475,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
129756,479,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
130542,9111,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
131763,9157,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
132139,9172,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
133489,2070,169.254.2.2,24,link-local,9940,,0,6,169.254.2.0/24
134123,97,169.254.2.2,24,link-local,9940,,0,5,169.254.2.0/24
134366,9257,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134391,9258,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134397,9260,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134442,9261,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134450,9264,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134454,9265,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134458,9266,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134462,9267,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134929,9277,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134936,9278,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134940,9279,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134960,9280,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
134964,9281,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
135045,9285,169.254.2.2,24,link-local,9940,,0,4,169.254.2.0/24
132737,5771,169.254.2.4,16,link-local,9941,,0,4,169.254.0.0/16
70352,5768,169.254.2.42,16,link-local,9941,,0,4,169.254.0.0/16
115849,5741,169.254.2.52,16,link-local,9941,,0,4,169.254.0.0/16
71441,5767,169.254.2.117,16,link-local,9941,,0,4,169.254.0.0/16
111128,5740,169.254.2.182,16,link-local,9941,,0,4,169.254.0.0/16
129566,5773,169.254.2.195,16,link-local,9941,,0,4,169.254.0.0/16
129557,5774,169.254.2.197,16,link-local,9941,,0,4,169.254.0.0/16
72420,5735,169.254.2.198,16,link-local,9941,,0,4,169.254.0.0/16
110356,6229,169.254.2.255,32,broadcast,22022,,0,5,169.254.2.255/32
125291,5923,169.254.5.42,16,link-local,9941,,0,4,169.254.0.0/16
134409,8187,169.254.7.242,16,link-local,9941,,0,4,169.254.0.0/16
70232,5936,169.254.10.1,16,link-local,9941,,0,4,169.254.0.0/16
125341,3861,169.254.10.1,16,link-local,9941,,0,4,169.254.0.0/16
133039,3761,169.254.10.1,16,link-local,9941,,0,4,169.254.0.0/16
88481,6157,169.254.10.88,16,link-local,9941,,0,4,169.254.0.0/16
133317,693,169.254.11.54,16,link-local,9941,,0,4,169.254.0.0/16
108802,2660,169.254.11.64,16,link-local,9941,,0,4,169.254.0.0/16
130393,950,169.254.11.75,16,link-local,9941,,0,4,169.254.0.0/16
129565,4228,169.254.11.130,16,link-local,9941,,0,4,169.254.0.0/16
125695,4216,169.254.12.85,16,link-local,9941,,0,4,169.254.0.0/16
124381,7297,169.254.12.157,16,link-local,9941,,0,4,169.254.0.0/16
134801,627,169.254.13.32,16,link-local,9941,,0,5,169.254.0.0/16
131271,8311,169.254.13.140,16,link-local,9941,,0,4,169.254.0.0/16
134142,9218,169.254.13.156,16,link-local,9941,,0,4,169.254.0.0/16
126461,8592,169.254.13.183,16,link-local,9941,,0,4,169.254.0.0/16
129368,5127,169.254.14.32,16,link-local,9941,,0,5,169.254.0.0/16
125309,671,169.254.14.60,16,link-local,9941,,0,5,169.254.0.0/16
133912,9239,169.254.14.125,16,link-local,9941,,0,4,169.254.0.0/16
124912,8412,169.254.14.131,16,link-local,9941,,0,4,169.254.0.0/16
129153,7090,169.254.14.219,16,link-local,9941,,0,4,169.254.0.0/16
128713,7395,169.254.14.231,16,link-local,9941,,0,4,169.254.0.0/16
125279,8758,169.254.15.17,16,link-local,9941,,0,4,169.254.0.0/16
41333,4209,169.254.15.157,16,link-local,9941,,0,4,169.254.0.0/16
117588,5636,169.254.15.169,16,link-local,9941,,0,4,169.254.0.0/16
113898,8514,169.254.15.250,16,link-local,9941,,0,4,169.254.0.0/16
130958,1026,169.254.16.4,16,link-local,9941,,0,4,169.254.0.0/16
130308,6411,169.254.16.13,16,link-local,9941,,0,4,169.254.0.0/16
121925,8833,169.254.16.85,16,link-local,9941,,0,4,169.254.0.0/16
120420,7179,169.254.16.132,16,link-local,9941,,0,4,169.254.0.0/16
134871,8379,169.254.16.225,16,link-local,9941,,0,4,169.254.0.0/16
135131,8526,169.254.17.18,16,link-local,9941,,0,4,169.254.0.0/16
110357,6229,169.254.17.28,32,link-local,22023,,0,5,169.254.17.28/32
134685,6028,169.254.17.37,16,link-local,9941,,0,4,169.254.0.0/16
131769,7955,169.254.17.115,16,link-local,9941,,0,4,169.254.0.0/16
130070,5885,169.254.17.182,16,link-local,9941,,0,4,169.254.0.0/16
100426,6191,169.254.17.196,16,link-local,9941,,0,4,169.254.0.0/16
123127,7735,169.254.18.30,16,link-local,9941,,0,4,169.254.0.0/16
133304,6803,169.254.18.77,16,link-local,9941,,0,4,169.254.0.0/16
128962,7386,169.254.18.236,16,link-local,9941,,0,4,169.254.0.0/16
122981,8102,169.254.18.238,16,link-local,9941,,0,4,169.254.0.0/16
123709,8074,169.254.19.0,16,link-local,9941,,0,4,169.254.0.0/16
128940,8183,169.254.19.34,16,link-local,9941,,0,4,169.254.0.0/16
135118,8824,169.254.20.79,16,link-local,9941,,0,4,169.254.0.0/16
106407,7617,169.254.20.97,16,link-local,9941,,0,4,169.254.0.0/16
132526,7401,169.254.20.105,16,link-local,9941,,0,4,169.254.0.0/16
128154,1022,169.254.20.112,16,link-local,9941,,0,4,169.254.0.0/16
108106,710,169.254.20.145,16,link-local,9941,,0,4,169.254.0.0/16
132648,5431,169.254.20.159,16,link-local,9941,,0,4,169.254.0.0/16
126418,7054,169.254.20.197,16,link-local,9941,,0,4,169.254.0.0/16
129169,2549,169.254.20.242,16,link-local,9941,,0,4,169.254.0.0/16
127786,7765,169.254.21.6,16,link-local,9941,,0,4,169.254.0.0/16
128535,4774,169.254.21.6,16,link-local,9941,,0,4,169.254.0.0/16
61872,699,169.254.21.83,16,link-local,9941,,0,5,169.254.0.0/16
134955,8374,169.254.21.110,16,link-local,9941,,0,4,169.254.0.0/16
135024,3452,169.254.21.127,16,link-local,9941,,0,4,169.254.0.0/16
95193,1035,169.254.21.171,16,link-local,9941,,0,4,169.254.0.0/16
125299,8949,169.254.22.37,16,link-local,9941,,0,4,169.254.0.0/16
134616,6689,169.254.22.143,16,link-local,9941,,0,4,169.254.0.0/16
133418,174,169.254.23.8,16,link-local,9941,,0,5,169.254.0.0/16
131382,8420,169.254.23.16,16,link-local,9941,,0,4,169.254.0.0/16
122953,4010,169.254.23.28,16,link-local,9941,,0,4,169.254.0.0/16
86543,5918,169.254.23.31,16,link-local,9941,,0,4,169.254.0.0/16
135003,8868,169.254.23.54,16,link-local,9941,,0,4,169.254.0.0/16
115299,631,169.254.23.131,16,link-local,9941,,0,5,169.254.0.0/16
134987,8432,169.254.23.163,16,link-local,9941,,0,4,169.254.0.0/16
135043,9065,169.254.23.208,16,link-local,9941,,0,4,169.254.0.0/16
129350,8781,169.254.24.21,16,link-local,9941,,0,4,169.254.0.0/16
130715,8384,169.254.24.37,16,link-local,9941,,0,4,169.254.0.0/16
129162,8144,169.254.24.49,16,link-local,9941,,0,4,169.254.0.0/16
124890,8921,169.254.24.80,16,link-local,9941,,0,4,169.254.0.0/16
134082,925,169.254.24.112,16,link-local,9941,,0,4,169.254.0.0/16
78136,6483,169.254.24.209,16,link-local,9941,,0,4,169.254.0.0/16
112720,6051,169.254.25.25,16,link-local,9941,,0,4,169.254.0.0/16
126193,420,169.254.25.39,16,link-local,9941,,0,4,169.254.0.0/16
125618,8415,169.254.25.141,16,link-local,9941,,0,4,169.254.0.0/16
128123,2080,169.254.25.165,16,link-local,9941,,0,4,169.254.0.0/16
120865,7200,169.254.26.27,16,link-local,9941,,0,4,169.254.0.0/16
105383,415,169.254.26.54,16,link-local,9941,,0,5,169.254.0.0/16
43436,4038,169.254.26.59,16,link-local,9941,,0,4,169.254.0.0/16
115148,4635,169.254.26.60,16,link-local,9941,,0,4,169.254.0.0/16
135156,4573,169.254.26.231,16,link-local,9941,,0,4,169.254.0.0/16
122638,7290,169.254.26.241,16,link-local,9941,,0,4,169.254.0.0/16
126969,7771,169.254.27.2,16,link-local,9941,,0,4,169.254.0.0/16
95209,7520,169.254.27.26,16,link-local,9941,,0,4,169.254.0.0/16
112777,6020,169.254.27.27,16,link-local,9941,,0,4,169.254.0.0/16
41331,3440,169.254.27.49,16,link-local,9941,,0,5,169.254.0.0/16
104430,7938,169.254.27.113,16,link-local,9941,,0,4,169.254.0.0/16
110298,8306,169.254.27.172,16,link-local,9941,,0,4,169.254.0.0/16
131878,8166,169.254.27.172,16,link-local,9941,,0,4,169.254.0.0/16
69547,979,169.254.27.246,16,link-local,9941,,0,4,169.254.0.0/16
129160,6731,169.254.28.7,16,link-local,9941,,0,4,169.254.0.0/16
130854,8510,169.254.28.54,16,link-local,9941,,0,4,169.254.0.0/16
60644,3254,169.254.28.60,16,link-local,9941,,0,4,169.254.0.0/16
115976,7018,169.254.28.85,16,link-local,9941,,0,4,169.254.0.0/16
134824,8604,169.254.28.103,16,link-local,9941,,0,4,169.254.0.0/16
134657,8834,169.254.28.118,16,link-local,9941,,0,4,169.254.0.0/16
134777,8371,169.254.28.134,16,link-local,9941,,0,4,169.254.0.0/16
50756,4111,169.254.28.151,16,link-local,9941,,0,4,169.254.0.0/16
126609,7998,169.254.29.40,16,link-local,9941,,0,4,169.254.0.0/16
126782,8375,169.254.29.184,16,link-local,9941,,0,4,169.254.0.0/16
129213,9091,169.254.29.190,16,link-local,9941,,0,4,169.254.0.0/16
130284,7168,169.254.29.195,16,link-local,9941,,0,4,169.254.0.0/16
131726,8413,169.254.30.21,16,link-local,9941,,0,4,169.254.0.0/16
119207,8754,169.254.30.100,16,link-local,9941,,0,4,169.254.0.0/16
128521,8492,169.254.30.102,16,link-local,9941,,0,4,169.254.0.0/16
117691,4571,169.254.30.173,16,link-local,9941,,0,4,169.254.0.0/16
126604,3465,169.254.30.182,16,link-local,9941,,0,4,169.254.0.0/16
134695,8059,169.254.31.89,16,link-local,9941,,0,4,169.254.0.0/16
127597,8989,169.254.31.97,16,link-local,9941,,0,4,169.254.0.0/16
130321,6962,169.254.32.2,16,link-local,9941,,0,4,169.254.0.0/16
113096,5935,169.254.32.54,16,link-local,9941,,0,4,169.254.0.0/16
122535,8887,169.254.32.58,16,link-local,9941,,0,4,169.254.0.0/16
130005,5886,169.254.32.143,16,link-local,9941,,0,6,169.254.0.0/16
132664,6152,169.254.32.195,16,link-local,9941,,0,4,169.254.0.0/16
94982,6578,169.254.32.215,16,link-local,9941,,0,4,169.254.0.0/16
130323,8083,169.254.32.229,16,link-local,9941,,0,4,169.254.0.0/16
135264,5381,169.254.33.34,16,link-local,9941,,0,4,169.254.0.0/16
135130,5409,169.254.33.86,16,link-local,9941,,0,4,169.254.0.0/16
75162,5808,169.254.33.96,16,link-local,9941,,0,4,169.254.0.0/16
134188,6864,169.254.33.162,16,link-local,9941,,0,4,169.254.0.0/16
127944,7038,169.254.33.193,16,link-local,9941,,0,4,169.254.0.0/16
134784,3029,169.254.33.212,16,link-local,9941,,0,4,169.254.0.0/16
131335,4272,169.254.33.226,16,link-local,9941,,0,4,169.254.0.0/16
128292,8523,169.254.34.33,16,link-local,9941,,0,4,169.254.0.0/16
133759,8267,169.254.34.57,16,link-local,9941,,0,4,169.254.0.0/16
127199,8196,169.254.34.100,16,link-local,9941,,0,4,169.254.0.0/16
120419,2926,169.254.34.145,16,link-local,9941,,0,4,169.254.0.0/16
131261,8138,169.254.34.222,16,link-local,9941,,0,4,169.254.0.0/16
134760,9113,169.254.35.27,16,link-local,9941,,0,4,169.254.0.0/16
129473,8152,169.254.35.111,16,link-local,9941,,0,4,169.254.0.0/16
110859,5504,169.254.35.124,16,link-local,9941,,0,4,169.254.0.0/16
114631,6613,169.254.35.127,16,link-local,9941,,0,4,169.254.0.0/16
109787,6426,169.254.35.139,16,link-local,9941,,0,4,169.254.0.0/16
122445,8029,169.254.35.171,16,link-local,9941,,0,4,169.254.0.0/16
134411,9172,169.254.35.172,16,link-local,9941,,0,4,169.254.0.0/16
106688,7968,169.254.35.175,16,link-local,9941,,0,4,169.254.0.0/16
126457,890,169.254.35.193,16,link-local,9941,,0,4,169.254.0.0/16
133517,3177,169.254.36.31,16,link-local,9941,,0,4,169.254.0.0/16
90050,3385,169.254.36.74,16,link-local,9941,,0,4,169.254.0.0/16
114376,1335,169.254.36.82,16,link-local,9941,,0,4,169.254.0.0/16
90495,220,169.254.36.133,16,link-local,9941,,0,5,169.254.0.0/16
134563,8982,169.254.36.134,16,link-local,9941,,0,4,169.254.0.0/16
133018,4086,169.254.36.148,16,link-local,9941,,0,4,169.254.0.0/16
124391,8263,169.254.36.153,16,link-local,9941,,0,4,169.254.0.0/16
87089,4074,169.254.37.22,16,link-local,9941,,0,4,169.254.0.0/16
134610,8246,169.254.37.124,16,link-local,9941,,0,4,169.254.0.0/16
63158,3264,169.254.37.212,16,link-local,9941,,0,4,169.254.0.0/16
130311,7822,169.254.38.60,16,link-local,9941,,0,4,169.254.0.0/16
118307,8322,169.254.38.77,16,link-local,9941,,0,4,169.254.0.0/16
126408,5577,169.254.38.179,16,link-local,9941,,0,4,169.254.0.0/16
135012,8698,169.254.38.180,16,link-local,9941,,0,4,169.254.0.0/16
134606,8655,169.254.38.192,16,link-local,9941,,0,4,169.254.0.0/16
134084,7627,169.254.38.230,16,link-local,9941,,0,4,169.254.0.0/16
108218,6811,169.254.39.28,16,link-local,9941,,0,4,169.254.0.0/16
79232,6163,169.254.39.35,16,link-local,9941,,0,4,169.254.0.0/16
135132,8796,169.254.39.57,16,link-local,9941,,0,4,169.254.0.0/16
134825,8184,169.254.39.102,16,link-local,9941,,0,4,169.254.0.0/16
131287,8026,169.254.39.124,16,link-local,9941,,0,4,169.254.0.0/16
122274,8783,169.254.39.205,16,link-local,9941,,0,4,169.254.0.0/16
134463,9267,169.254.39.224,16,link-local,9941,,0,4,169.254.0.0/16
130538,9110,169.254.39.226,16,link-local,9941,,0,4,169.254.0.0/16
134775,8297,169.254.40.1,16,link-local,9941,,0,4,169.254.0.0/16
124062,6063,169.254.40.71,16,link-local,9941,,0,4,169.254.0.0/16
68774,5594,169.254.40.128,16,link-local,9941,,0,4,169.254.0.0/16
135080,8395,169.254.40.140,16,link-local,9941,,0,4,169.254.0.0/16
126996,1046,169.254.40.163,16,link-local,9941,,0,4,169.254.0.0/16
113793,6040,169.254.40.179,16,link-local,9941,,0,4,169.254.0.0/16
129472,8356,169.254.40.226,16,link-local,9941,,0,4,169.254.0.0/16
116697,3075,169.254.40.240,16,link-local,9941,,0,4,169.254.0.0/16
133319,8425,169.254.41.48,16,link-local,9941,,0,4,169.254.0.0/16
125307,562,169.254.41.62,16,link-local,9941,,0,4,169.254.0.0/16
130261,6659,169.254.41.197,16,link-local,9941,,0,4,169.254.0.0/16
129367,8354,169.254.42.58,16,link-local,9941,,0,4,169.254.0.0/16
134930,9277,169.254.42.60,16,link-local,9941,,0,4,169.254.0.0/16
121573,6626,169.254.42.101,16,link-local,9941,,0,4,169.254.0.0/16
113035,8486,169.254.42.119,16,link-local,9941,,0,4,169.254.0.0/16
121700,7178,169.254.42.190,16,link-local,9941,,0,4,169.254.0.0/16
95557,6472,169.254.43.66,16,link-local,9941,,0,4,169.254.0.0/16
104290,6116,169.254.43.81,16,link-local,9941,,0,4,169.254.0.0/16
128752,6474,169.254.43.228,16,link-local,9941,,0,4,169.254.0.0/16
134134,8669,169.254.44.25,16,link-local,9941,,0,4,169.254.0.0/16
116555,8554,169.254.44.46,16,link-local,9941,,0,4,169.254.0.0/16
107296,5972,169.254.44.59,16,link-local,9941,,0,4,169.254.0.0/16
134780,7031,169.254.44.168,16,link-local,9941,,0,4,169.254.0.0/16
128520,8596,169.254.45.156,16,link-local,9941,,0,4,169.254.0.0/16
134956,9080,169.254.46.34,16,link-local,9941,,0,4,169.254.0.0/16
69394,892,169.254.46.40,16,link-local,9941,,0,5,169.254.0.0/16
134237,3160,169.254.46.79,16,link-local,9941,,0,4,169.254.0.0/16
55032,3743,169.254.46.188,16,link-local,9941,,0,4,169.254.0.0/16
102815,6535,169.254.46.221,16,link-local,9941,,0,4,169.254.0.0/16
133827,7739,169.254.46.243,16,link-local,9941,,0,4,169.254.0.0/16
99033,6580,169.254.47.28,16,link-local,9941,,0,4,169.254.0.0/16
134774,8657,169.254.47.68,16,link-local,9941,,0,4,169.254.0.0/16
135265,5001,169.254.47.109,16,link-local,9941,,0,4,169.254.0.0/16
133242,6046,169.254.47.142,16,link-local,9941,,0,4,169.254.0.0/16
131875,7895,169.254.47.167,16,link-local,9941,,0,4,169.254.0.0/16
134913,942,169.254.47.203,16,link-local,9941,,0,5,169.254.0.0/16
132486,8940,169.254.48.30,16,link-local,9941,,0,4,169.254.0.0/16
130908,8939,169.254.48.53,16,link-local,9941,,0,4,169.254.0.0/16
79373,6269,169.254.48.59,16,link-local,9941,,0,4,169.254.0.0/16
135109,8871,169.254.48.63,16,link-local,9941,,0,4,169.254.0.0/16
130533,6533,169.254.48.144,16,link-local,9941,,0,4,169.254.0.0/16
135081,8391,169.254.48.145,16,link-local,9941,,0,4,169.254.0.0/16
129608,7114,169.254.48.240,16,link-local,9941,,0,4,169.254.0.0/16
122474,3349,169.254.49.106,16,link-local,9941,,0,4,169.254.0.0/16
126593,9016,169.254.49.177,16,link-local,9941,,0,4,169.254.0.0/16
110370,7779,169.254.49.180,16,link-local,9941,,0,4,169.254.0.0/16
62224,4846,169.254.50.159,16,link-local,9941,,0,4,169.254.0.0/16
69633,5806,169.254.50.247,16,link-local,9941,,0,4,169.254.0.0/16
112129,8105,169.254.50.251,16,link-local,9941,,0,4,169.254.0.0/16
125546,7858,169.254.51.73,16,link-local,9941,,0,4,169.254.0.0/16
133384,8540,169.254.51.103,16,link-local,9941,,0,4,169.254.0.0/16
128151,9027,169.254.51.118,16,link-local,9941,,0,4,169.254.0.0/16
133874,6438,169.254.51.141,16,link-local,9941,,0,4,169.254.0.0/16
133878,825,169.254.51.193,16,link-local,9941,,0,4,169.254.0.0/16
134595,7832,169.254.51.239,16,link-local,9941,,0,4,169.254.0.0/16
124705,7430,169.254.52.9,16,link-local,9941,,0,4,169.254.0.0/16
114350,7313,169.254.52.59,16,link-local,9941,,0,4,169.254.0.0/16
134669,8294,169.254.52.144,16,link-local,9941,,0,4,169.254.0.0/16
130713,8816,169.254.52.206,16,link-local,9941,,0,4,169.254.0.0/16
133959,6422,169.254.52.207,16,link-local,9941,,0,4,169.254.0.0/16
135071,3988,169.254.53.11,16,link-local,9941,,0,4,169.254.0.0/16
135274,1987,169.254.53.22,16,link-local,9941,,0,4,169.254.0.0/16
110834,5795,169.254.53.88,16,link-local,9941,,0,4,169.254.0.0/16
122002,7937,169.254.53.107,16,link-local,9941,,0,4,169.254.0.0/16
134109,9247,169.254.53.220,16,link-local,9941,,0,4,169.254.0.0/16
134776,5792,169.254.54.24,16,link-local,9941,,0,4,169.254.0.0/16
112154,7481,169.254.54.31,16,link-local,9941,,0,4,169.254.0.0/16
126691,6985,169.254.54.56,16,link-local,9941,,0,5,169.254.0.0/16
122145,8876,169.254.54.116,16,link-local,9941,,0,4,169.254.0.0/16
134989,5933,169.254.54.131,16,link-local,9941,,0,4,169.254.0.0/16
133070,5784,169.254.54.154,16,link-local,9941,,0,4,169.254.0.0/16
135119,2154,169.254.54.231,16,link-local,9941,,0,5,169.254.0.0/16
133922,7158,169.254.55.9,16,link-local,9941,,0,4,169.254.0.0/16
122706,8894,169.254.55.105,16,link-local,9941,,0,4,169.254.0.0/16
